CustomerID,Recency,Frequency,Monetary,R_Rank,R_Score,F_Rank,F_Score,M_Rank,M_Score,RFM_Score,Customer_Segment
13719,15,5,1041.68,3410.0,4,3285.0,4,2725.0,4,444,02 - Loyal Customers (Setia)
13720,117,4,799.9,1235.0,2,2926.0,4,2406.0,3,243,06 - Lost/Others (Hilang/Lainnya)
13721,36,1,524.14,2509.0,3,355.0,1,1816.0,3,313,06 - Lost/Others (Hilang/Lainnya)
13722,132,3,2375.41,1145.0,2,2438.0,3,3597.0,5,235,06 - Lost/Others (Hilang/Lainnya)
13723,217,1,199.85000000000002,661.0,1,356.0,1,648.0,1,111,06 - Lost/Others (Hilang/Lainnya)
13725,50,8,1980.56,2186.0,3,3805.0,5,3428.0,4,354,06 - Lost/Others (Hilang/Lainnya)
13726,39,2,1079.6599999999999,2429.0,3,1698.0,2,2781.0,4,324,06 - Lost/Others (Hilang/Lainnya)
13727,29,2,333.48,2746.0,4,1699.0,2,1225.0,2,422,03 - New/Promising (Baru/Menjanjikan)
13728,37,6,1016.14,2477.0,3,3505.0,5,2692.0,4,354,06 - Lost/Others (Hilang/Lainnya)
13730,136,2,752.6,1118.0,2,1700.0,2,2328.0,3,223,06 - Lost/Others (Hilang/Lainnya)
13731,219,2,610.59,635.0,1,1701.0,2,2019.0,3,123,06 - Lost/Others (Hilang/Lainnya)
13732,28,1,491.86,2796.0,4,357.0,1,1739.0,3,413,06 - Lost/Others (Hilang/Lainnya)
13735,25,4,2885.2400000000002,2885.0,4,2927.0,4,3758.0,5,445,06 - Lost/Others (Hilang/Lainnya)
13736,5,2,731.9,3914.0,5,1702.0,2,2292.0,3,523,06 - Lost/Others (Hilang/Lainnya)
13737,200,1,339.59999999999997,746.0,1,358.0,1,1253.0,2,112,05 - At Risk (Berisiko Hilang)
13739,18,1,216.9,3225.0,4,359.0,1,732.0,1,411,03 - New/Promising (Baru/Menjanjikan)
13740,241,1,350.75,545.0,1,360.0,1,1296.0,2,112,05 - At Risk (Berisiko Hilang)
13741,72,3,668.4300000000001,1713.0,2,2439.0,3,2160.0,3,233,04 - Need Attention (Butuh Perhatian)
13742,17,12,3131.02,3289.0,4,4064.0,5,3813.0,5,455,01 - Champions (Terbaik)
13743,3,7,1341.6,4092.0,5,3672.0,5,3025.0,4,554,01 - Champions (Terbaik)
13744,95,2,1156.36,1406.0,2,1703.0,2,2859.0,4,224,06 - Lost/Others (Hilang/Lainnya)
13745,162,1,300.04,969.0,2,361.0,1,1037.0,2,212,05 - At Risk (Berisiko Hilang)
13747,374,1,79.6,2.0,1,362.0,1,100.0,1,111,06 - Lost/Others (Hilang/Lainnya)
13748,96,5,948.25,1391.0,2,3286.0,4,2610.0,4,244,06 - Lost/Others (Hilang/Lainnya)
13750,54,5,1647.26,2072.0,3,3287.0,4,3242.0,4,344,02 - Loyal Customers (Setia)
13751,288,1,296.25,307.0,1,363.0,1,1021.0,2,112,05 - At Risk (Berisiko Hilang)
13752,124,6,1186.28,1198.0,2,3506.0,5,2880.0,4,254,06 - Lost/Others (Hilang/Lainnya)
13753,288,1,741.26,308.0,1,364.0,1,2308.0,3,113,06 - Lost/Others (Hilang/Lainnya)
13754,152,2,282.59999999999997,1031.0,2,1704.0,2,973.0,2,222,04 - Need Attention (Butuh Perhatian)
13755,4,9,2161.35,3984.0,5,3893.0,5,3519.0,5,555,01 - Champions (Terbaik)
13756,2,14,5189.52,4177.0,5,4133.0,5,4081.0,5,555,01 - Champions (Terbaik)
13758,12,7,3190.55,3498.0,5,3673.0,5,3824.0,5,555,01 - Champions (Terbaik)
13759,33,2,659.4100000000001,2575.0,3,1705.0,2,2137.0,3,323,06 - Lost/Others (Hilang/Lainnya)
13760,54,2,286.79,2073.0,3,1706.0,2,987.0,2,322,04 - Need Attention (Butuh Perhatian)
13761,50,2,1070.65,2187.0,3,1707.0,2,2768.0,4,324,06 - Lost/Others (Hilang/Lainnya)
13762,219,1,306.72,636.0,1,365.0,1,1080.0,2,112,05 - At Risk (Berisiko Hilang)
13763,63,1,1714.96,1910.0,3,366.0,1,3287.0,4,314,06 - Lost/Others (Hilang/Lainnya)
13764,71,3,1521.76,1749.0,3,2440.0,3,3158.0,4,334,04 - Need Attention (Butuh Perhatian)
13767,2,37,17220.36,4178.0,5,4311.0,5,4287.0,5,555,01 - Champions (Terbaik)
13769,2,10,2796.51,4179.0,5,3965.0,5,3731.0,5,555,01 - Champions (Terbaik)
13771,64,4,2634.45,1880.0,3,2928.0,4,3684.0,5,345,06 - Lost/Others (Hilang/Lainnya)
13772,34,3,1132.13,2557.0,3,2441.0,3,2837.0,4,334,04 - Need Attention (Butuh Perhatian)
13774,82,1,345.0,1542.0,2,367.0,1,1271.0,2,212,05 - At Risk (Berisiko Hilang)
13777,1,33,25977.16,4275.0,5,4303.0,5,4301.0,5,555,01 - Champions (Terbaik)
13778,103,1,178.7,1349.0,2,368.0,1,550.0,1,211,06 - Lost/Others (Hilang/Lainnya)
13780,7,2,360.01,3841.0,5,1708.0,2,1335.0,2,522,03 - New/Promising (Baru/Menjanjikan)
13781,251,1,127.84,498.0,1,369.0,1,299.0,1,111,06 - Lost/Others (Hilang/Lainnya)
13782,13,6,912.0,3474.0,5,3507.0,5,2561.0,3,553,06 - Lost/Others (Hilang/Lainnya)
13784,10,11,2462.79,3636.0,5,4013.0,5,3618.0,5,555,01 - Champions (Terbaik)
13786,367,1,230.39999999999998,52.0,1,370.0,1,793.0,1,111,06 - Lost/Others (Hilang/Lainnya)
13787,76,2,309.04,1635.0,2,1709.0,2,1099.0,2,222,04 - Need Attention (Butuh Perhatian)
13790,4,1,348.8,3985.0,5,371.0,1,1286.0,2,512,03 - New/Promising (Baru/Menjanjikan)
13791,128,2,1516.0,1172.0,2,1710.0,2,3154.0,4,224,06 - Lost/Others (Hilang/Lainnya)
13792,66,2,195.55,1820.0,3,1711.0,2,627.0,1,321,06 - Lost/Others (Hilang/Lainnya)
13798,1,57,37153.85,4276.0,5,4327.0,5,4314.0,5,555,01 - Champions (Terbaik)
13799,117,2,688.86,1236.0,2,1712.0,2,2201.0,3,223,06 - Lost/Others (Hilang/Lainnya)
13800,310,1,558.32,229.0,1,372.0,1,1890.0,3,113,06 - Lost/Others (Hilang/Lainnya)
13801,67,1,324.8,1799.0,3,373.0,1,1181.0,2,312,05 - At Risk (Berisiko Hilang)
13802,139,3,4599.42,1097.0,2,2442.0,3,4032.0,5,235,06 - Lost/Others (Hilang/Lainnya)
13803,255,1,277.07,475.0,1,374.0,1,957.0,2,112,05 - At Risk (Berisiko Hilang)
13804,31,7,2635.79,2657.0,4,3674.0,5,3685.0,5,455,01 - Champions (Terbaik)
13805,52,2,924.6,2126.0,3,1713.0,2,2584.0,3,323,06 - Lost/Others (Hilang/Lainnya)
13806,64,1,256.38,1881.0,3,375.0,1,894.0,2,312,05 - At Risk (Berisiko Hilang)
13807,367,1,112.6,53.0,1,376.0,1,222.0,1,111,06 - Lost/Others (Hilang/Lainnya)
13808,6,5,1747.66,3880.0,5,3288.0,4,3301.0,4,544,01 - Champions (Terbaik)
13809,305,1,155.05,248.0,1,377.0,1,424.0,1,111,06 - Lost/Others (Hilang/Lainnya)
13810,29,3,1499.01,2747.0,4,2443.0,3,3144.0,4,434,02 - Loyal Customers (Setia)
13811,184,3,814.5,844.0,1,2444.0,3,2431.0,3,133,05 - At Risk (Berisiko Hilang)
13812,42,3,539.0,2361.0,3,2445.0,3,1855.0,3,333,06 - Lost/Others (Hilang/Lainnya)
13813,40,4,1366.8600000000001,2398.0,3,2929.0,4,3044.0,4,344,02 - Loyal Customers (Setia)
13814,92,2,1579.12,1437.0,2,1714.0,2,3198.0,4,224,06 - Lost/Others (Hilang/Lainnya)
13815,22,4,4027.36,3051.0,4,2930.0,4,3970.0,5,445,06 - Lost/Others (Hilang/Lainnya)
13816,24,2,571.6700000000001,2933.0,4,1715.0,2,1918.0,3,423,06 - Lost/Others (Hilang/Lainnya)
13817,29,2,382.98,2748.0,4,1716.0,2,1418.0,2,422,03 - New/Promising (Baru/Menjanjikan)
13819,302,3,1140.35,261.0,1,2446.0,3,2847.0,4,134,06 - Lost/Others (Hilang/Lainnya)
13821,145,2,385.64,1068.0,2,1717.0,2,1433.0,2,222,04 - Need Attention (Butuh Perhatian)
13822,6,2,632.0,3881.0,5,1718.0,2,2073.0,3,523,06 - Lost/Others (Hilang/Lainnya)
13823,19,2,957.66,3167.0,4,1719.0,2,2622.0,4,424,06 - Lost/Others (Hilang/Lainnya)
13824,33,5,1698.94,2576.0,3,3289.0,4,3273.0,4,344,02 - Loyal Customers (Setia)
13826,176,1,189.5,888.0,2,378.0,1,598.0,1,211,06 - Lost/Others (Hilang/Lainnya)
13827,58,3,412.05,2010.0,3,2447.0,3,1522.0,2,332,06 - Lost/Others (Hilang/Lainnya)
13828,22,1,209.49,3052.0,4,379.0,1,696.0,1,411,03 - New/Promising (Baru/Menjanjikan)
13831,16,6,2202.99,3352.0,4,3508.0,5,3529.0,5,455,01 - Champions (Terbaik)
13832,19,1,52.199999999999996,3168.0,4,380.0,1,44.0,1,411,03 - New/Promising (Baru/Menjanjikan)
13833,159,1,384.8,981.0,2,381.0,1,1430.0,2,212,05 - At Risk (Berisiko Hilang)
13835,25,4,834.57,2886.0,4,2931.0,4,2457.0,3,443,06 - Lost/Others (Hilang/Lainnya)
13837,212,2,271.24,691.0,1,1720.0,2,942.0,2,122,05 - At Risk (Berisiko Hilang)
13838,6,4,691.73,3882.0,5,2932.0,4,2208.0,3,543,02 - Loyal Customers (Setia)
13841,253,1,85.0,489.0,1,382.0,1,110.0,1,111,06 - Lost/Others (Hilang/Lainnya)
13842,59,9,3385.62,1983.0,3,3894.0,5,3855.0,5,355,02 - Loyal Customers (Setia)
13844,11,1,361.62,3564.0,5,383.0,1,1340.0,2,512,03 - New/Promising (Baru/Menjanjikan)
13845,65,1,312.98,1841.0,3,384.0,1,1128.0,2,312,05 - At Risk (Berisiko Hilang)
13846,25,3,865.0600000000001,2887.0,4,2448.0,3,2500.0,3,433,04 - Need Attention (Butuh Perhatian)
13848,92,3,1255.0,1438.0,2,2449.0,3,2940.0,4,234,04 - Need Attention (Butuh Perhatian)
13849,52,2,1537.95,2127.0,3,1721.0,2,3170.0,4,324,06 - Lost/Others (Hilang/Lainnya)
13850,129,1,1595.48,1164.0,2,385.0,1,3209.0,4,214,06 - Lost/Others (Hilang/Lainnya)
13851,96,3,2651.46,1392.0,2,2450.0,3,3691.0,5,235,06 - Lost/Others (Hilang/Lainnya)
13853,57,1,1090.14,2026.0,3,386.0,1,2788.0,4,314,06 - Lost/Others (Hilang/Lainnya)
13854,9,25,8109.5199999999995,3707.0,5,4271.0,5,4205.0,5,555,01 - Champions (Terbaik)
13856,169,3,388.5,936.0,2,2451.0,3,1444.0,2,232,06 - Lost/Others (Hilang/Lainnya)
13858,57,1,216.17,2027.0,3,387.0,1,725.0,1,311,03 - New/Promising (Baru/Menjanjikan)
13859,326,1,201.16,159.0,1,388.0,1,655.0,1,111,06 - Lost/Others (Hilang/Lainnya)
13860,1,5,1245.9,4277.0,5,3290.0,4,2932.0,4,544,01 - Champions (Terbaik)
13862,18,8,2209.36,3226.0,4,3806.0,5,3532.0,5,455,01 - Champions (Terbaik)
13863,248,1,305.78,507.0,1,389.0,1,1074.0,2,112,05 - At Risk (Berisiko Hilang)
13865,58,4,501.56,2011.0,3,2933.0,4,1767.0,3,343,06 - Lost/Others (Hilang/Lainnya)
13866,74,1,145.67000000000002,1674.0,2,390.0,1,375.0,1,211,06 - Lost/Others (Hilang/Lainnya)
13867,31,3,1015.29,2658.0,4,2452.0,3,2691.0,4,434,02 - Loyal Customers (Setia)
13868,7,2,3192.54,3842.0,5,1722.0,2,3826.0,5,525,06 - Lost/Others (Hilang/Lainnya)
13869,123,4,3104.95,1202.0,2,2934.0,4,3808.0,5,245,06 - Lost/Others (Hilang/Lainnya)
13870,2,8,2770.94,4180.0,5,3807.0,5,3722.0,5,555,01 - Champions (Terbaik)
13871,23,13,6403.25,2993.0,4,4105.0,5,4145.0,5,455,01 - Champions (Terbaik)
13873,120,3,389.6,1220.0,2,2453.0,3,1452.0,2,232,06 - Lost/Others (Hilang/Lainnya)
13874,358,1,540.45,102.0,1,391.0,1,1856.0,3,113,06 - Lost/Others (Hilang/Lainnya)
13875,54,5,1786.79,2074.0,3,3291.0,4,3324.0,4,344,02 - Loyal Customers (Setia)
13876,64,1,122.7,1882.0,3,392.0,1,277.0,1,311,03 - New/Promising (Baru/Menjanjikan)
13877,86,1,117.24,1502.0,2,393.0,1,250.0,1,211,06 - Lost/Others (Hilang/Lainnya)
13878,55,1,1281.53,2064.0,3,394.0,1,2967.0,4,314,06 - Lost/Others (Hilang/Lainnya)
13880,21,13,3219.77,3101.0,4,4106.0,5,3831.0,5,455,01 - Champions (Terbaik)
13881,4,20,17159.52,3986.0,5,4233.0,5,4286.0,5,555,01 - Champions (Terbaik)
13882,3,5,1191.13,4093.0,5,3292.0,4,2884.0,4,544,01 - Champions (Terbaik)
13883,11,5,2674.48,3565.0,5,3293.0,4,3697.0,5,545,01 - Champions (Terbaik)
13884,7,5,787.6,3843.0,5,3294.0,4,2389.0,3,543,02 - Loyal Customers (Setia)
13885,189,2,506.8,808.0,1,1723.0,2,1775.0,3,123,06 - Lost/Others (Hilang/Lainnya)
13886,71,1,243.56,1750.0,3,395.0,1,839.0,1,311,03 - New/Promising (Baru/Menjanjikan)
13887,204,1,349.55,729.0,1,396.0,1,1290.0,2,112,05 - At Risk (Berisiko Hilang)
13888,120,2,605.63,1221.0,2,1724.0,2,2007.0,3,223,06 - Lost/Others (Hilang/Lainnya)
13889,93,1,416.90000000000003,1425.0,2,397.0,1,1540.0,2,212,05 - At Risk (Berisiko Hilang)
13890,1,10,1883.8100000000002,4278.0,5,3966.0,5,3388.0,4,554,01 - Champions (Terbaik)
13892,27,4,632.97,2814.0,4,2935.0,4,2077.0,3,443,06 - Lost/Others (Hilang/Lainnya)
13893,298,1,821.1,273.0,1,398.0,1,2441.0,3,113,06 - Lost/Others (Hilang/Lainnya)
13894,24,3,564.62,2934.0,4,2454.0,3,1907.0,3,433,04 - Need Attention (Butuh Perhatian)
13895,28,4,2593.07,2797.0,4,2936.0,4,3661.0,5,445,06 - Lost/Others (Hilang/Lainnya)
13897,50,1,311.16,2188.0,3,399.0,1,1113.0,2,312,05 - At Risk (Berisiko Hilang)
13898,326,1,155.93,160.0,1,400.0,1,432.0,1,111,06 - Lost/Others (Hilang/Lainnya)
13899,16,2,388.52,3353.0,4,1725.0,2,1445.0,2,422,03 - New/Promising (Baru/Menjanjikan)
13900,183,3,740.95,853.0,1,2455.0,3,2307.0,3,133,05 - At Risk (Berisiko Hilang)
13901,72,5,2867.2,1714.0,2,3295.0,4,3750.0,5,245,06 - Lost/Others (Hilang/Lainnya)
13904,37,2,332.64,2478.0,3,1726.0,2,1222.0,2,322,04 - Need Attention (Butuh Perhatian)
13908,80,4,2369.55,1570.0,2,2937.0,4,3594.0,5,245,06 - Lost/Others (Hilang/Lainnya)
13911,57,9,2580.91,2028.0,3,3895.0,5,3658.0,5,355,02 - Loyal Customers (Setia)
13914,12,2,626.45,3499.0,5,1727.0,2,2060.0,3,523,06 - Lost/Others (Hilang/Lainnya)
13917,50,2,272.04,2189.0,3,1728.0,2,945.0,2,322,04 - Need Attention (Butuh Perhatian)
13918,50,2,1212.8400000000001,2190.0,3,1729.0,2,2903.0,4,324,06 - Lost/Others (Hilang/Lainnya)
13919,59,2,384.81,1984.0,3,1730.0,2,1431.0,2,322,04 - Need Attention (Butuh Perhatian)
13922,352,1,172.25,117.0,1,401.0,1,519.0,1,111,06 - Lost/Others (Hilang/Lainnya)
13923,54,1,351.13,2075.0,3,402.0,1,1299.0,2,312,05 - At Risk (Berisiko Hilang)
13924,2,6,1838.8500000000001,4181.0,5,3509.0,5,3358.0,4,554,01 - Champions (Terbaik)
13925,93,4,678.25,1426.0,2,2938.0,4,2181.0,3,243,06 - Lost/Others (Hilang/Lainnya)
13926,23,1,223.85000000000002,2994.0,4,403.0,1,760.0,1,411,03 - New/Promising (Baru/Menjanjikan)
13927,75,1,348.99,1648.0,2,404.0,1,1287.0,2,212,05 - At Risk (Berisiko Hilang)
13928,11,4,464.57,3566.0,5,2939.0,4,1672.0,2,542,06 - Lost/Others (Hilang/Lainnya)
13929,169,2,842.65,937.0,2,1731.0,2,2470.0,3,223,06 - Lost/Others (Hilang/Lainnya)
13930,58,2,337.34,2012.0,3,1732.0,2,1245.0,2,322,04 - Need Attention (Butuh Perhatian)
13931,96,2,1237.53,1393.0,2,1733.0,2,2923.0,4,224,06 - Lost/Others (Hilang/Lainnya)
13932,295,1,307.4,286.0,1,405.0,1,1085.0,2,112,05 - At Risk (Berisiko Hilang)
13933,109,2,608.7900000000001,1293.0,2,1734.0,2,2014.0,3,223,06 - Lost/Others (Hilang/Lainnya)
13934,264,1,922.1,423.0,1,406.0,1,2580.0,3,113,06 - Lost/Others (Hilang/Lainnya)
13936,180,1,376.58,862.0,1,407.0,1,1391.0,2,112,05 - At Risk (Berisiko Hilang)
13937,169,1,158.85,938.0,2,408.0,1,447.0,1,211,06 - Lost/Others (Hilang/Lainnya)
13938,35,1,71.66,2539.0,3,409.0,1,73.0,1,311,03 - New/Promising (Baru/Menjanjikan)
13939,23,3,568.55,2995.0,4,2456.0,3,1912.0,3,433,04 - Need Attention (Butuh Perhatian)
13940,17,4,839.14,3290.0,4,2940.0,4,2465.0,3,443,06 - Lost/Others (Hilang/Lainnya)
13941,22,5,5112.96,3053.0,4,3296.0,4,4075.0,5,445,06 - Lost/Others (Hilang/Lainnya)
13946,79,3,561.5699999999999,1585.0,2,2457.0,3,1900.0,3,233,04 - Need Attention (Butuh Perhatian)
13947,65,1,90.6,1842.0,3,410.0,1,126.0,1,311,03 - New/Promising (Baru/Menjanjikan)
13948,361,1,102.0,88.0,1,411.0,1,168.0,1,111,06 - Lost/Others (Hilang/Lainnya)
13949,3,6,2427.32,4094.0,5,3510.0,5,3613.0,5,555,01 - Champions (Terbaik)
13950,11,4,745.06,3567.0,5,2941.0,4,2314.0,3,543,02 - Loyal Customers (Setia)
13951,176,3,674.45,889.0,2,2458.0,3,2169.0,3,233,04 - Need Attention (Butuh Perhatian)
13952,218,2,3251.071,646.0,1,1735.0,2,3836.0,5,125,06 - Lost/Others (Hilang/Lainnya)
13953,7,7,3515.68,3844.0,5,3675.0,5,3877.0,5,555,01 - Champions (Terbaik)
13954,2,2,439.92,4182.0,5,1736.0,3,1610.0,2,532,06 - Lost/Others (Hilang/Lainnya)
13955,154,2,322.96,1023.0,2,1737.0,3,1173.0,2,232,06 - Lost/Others (Hilang/Lainnya)
13956,5,5,1026.42,3915.0,5,3297.0,4,2705.0,4,544,01 - Champions (Terbaik)
13959,79,3,598.2,1586.0,2,2459.0,3,1979.0,3,233,04 - Need Attention (Butuh Perhatian)
13960,21,2,230.22,3102.0,4,1738.0,3,791.0,1,431,06 - Lost/Others (Hilang/Lainnya)
13962,22,2,169.55,3054.0,4,1739.0,3,507.0,1,431,06 - Lost/Others (Hilang/Lainnya)
13963,308,4,664.54,239.0,1,2942.0,4,2151.0,3,143,06 - Lost/Others (Hilang/Lainnya)
13967,146,1,80.7,1065.0,2,412.0,1,102.0,1,211,06 - Lost/Others (Hilang/Lainnya)
13969,7,18,9053.94,3845.0,5,4211.0,5,4222.0,5,555,01 - Champions (Terbaik)
13971,19,8,2758.26,3169.0,4,3808.0,5,3718.0,5,455,01 - Champions (Terbaik)
13972,71,2,190.25,1751.0,3,1740.0,3,601.0,1,331,06 - Lost/Others (Hilang/Lainnya)
13973,287,1,264.7,315.0,1,413.0,1,918.0,2,112,05 - At Risk (Berisiko Hilang)
13974,49,1,413.59000000000003,2216.0,3,414.0,1,1525.0,2,312,05 - At Risk (Berisiko Hilang)
13975,31,6,2526.28,2659.0,4,3511.0,5,3642.0,5,455,01 - Champions (Terbaik)
13976,207,1,357.98,711.0,1,415.0,1,1329.0,2,112,05 - At Risk (Berisiko Hilang)
13978,15,2,196.79000000000002,3411.0,4,1741.0,3,630.0,1,431,06 - Lost/Others (Hilang/Lainnya)
13979,73,1,869.87,1698.0,2,416.0,1,2510.0,3,213,06 - Lost/Others (Hilang/Lainnya)
13980,60,1,200.14,1953.0,3,417.0,1,650.0,1,311,03 - New/Promising (Baru/Menjanjikan)
13982,39,4,1871.81,2430.0,3,2943.0,4,3382.0,4,344,02 - Loyal Customers (Setia)
13983,30,12,2603.43,2698.0,4,4065.0,5,3665.0,5,455,01 - Champions (Terbaik)
13984,27,5,920.51,2815.0,4,3298.0,4,2577.0,3,443,06 - Lost/Others (Hilang/Lainnya)
13985,4,15,7060.13,3987.0,5,4157.0,5,4177.0,5,555,01 - Champions (Terbaik)
13986,17,1,320.46,3291.0,4,418.0,1,1162.0,2,412,03 - New/Promising (Baru/Menjanjikan)
13988,20,6,4147.96,3129.0,4,3512.0,5,3985.0,5,455,01 - Champions (Terbaik)
13989,66,2,1266.08,1821.0,3,1742.0,3,2951.0,4,334,04 - Need Attention (Butuh Perhatian)
13990,213,1,311.3,680.0,1,419.0,1,1116.0,2,112,05 - At Risk (Berisiko Hilang)
13991,12,6,855.97,3500.0,5,3513.0,5,2490.0,3,553,06 - Lost/Others (Hilang/Lainnya)
13992,30,1,76.8,2699.0,4,420.0,1,94.0,1,411,03 - New/Promising (Baru/Menjanjikan)
13993,43,9,3466.36,2334.0,3,3896.0,5,3871.0,5,355,02 - Loyal Customers (Setia)
13994,4,6,2313.14,3988.0,5,3514.0,5,3573.0,5,555,01 - Champions (Terbaik)
13995,15,5,1393.69,3412.0,4,3299.0,4,3071.0,4,444,02 - Loyal Customers (Setia)
13999,10,12,3901.81,3637.0,5,4066.0,5,3950.0,5,555,01 - Champions (Terbaik)
14000,211,1,635.66,702.0,1,421.0,1,2080.0,3,113,06 - Lost/Others (Hilang/Lainnya)
14001,46,3,2043.0800000000002,2252.0,3,2460.0,3,3458.0,4,334,04 - Need Attention (Butuh Perhatian)
14002,134,2,529.73,1129.0,2,1743.0,3,1829.0,3,233,04 - Need Attention (Butuh Perhatian)
14004,43,7,4582.64,2335.0,3,3676.0,5,4030.0,5,355,02 - Loyal Customers (Setia)
14005,10,5,2874.72,3638.0,5,3300.0,4,3753.0,5,545,01 - Champions (Terbaik)
14006,116,3,962.19,1244.0,2,2461.0,3,2626.0,4,234,04 - Need Attention (Butuh Perhatian)
14009,198,2,695.61,759.0,1,1744.0,3,2218.0,3,133,05 - At Risk (Berisiko Hilang)
14012,278,1,328.8,352.0,1,422.0,1,1201.0,2,112,05 - At Risk (Berisiko Hilang)
14013,110,3,473.02,1287.0,2,2462.0,3,1692.0,2,232,06 - Lost/Others (Hilang/Lainnya)
14014,77,1,505.18,1627.0,2,423.0,1,1773.0,3,213,06 - Lost/Others (Hilang/Lainnya)
14015,53,1,917.34,2096.0,3,424.0,1,2571.0,3,313,06 - Lost/Others (Hilang/Lainnya)
14016,162,4,4341.21,970.0,2,2944.0,4,4008.0,5,245,06 - Lost/Others (Hilang/Lainnya)
14019,47,3,1421.61,2229.0,3,2463.0,3,3090.0,4,334,04 - Need Attention (Butuh Perhatian)
14020,17,2,642.8,3292.0,4,1745.0,3,2100.0,3,433,04 - Need Attention (Butuh Perhatian)
14021,155,3,631.9,1017.0,2,2464.0,3,2072.0,3,233,04 - Need Attention (Butuh Perhatian)
14022,225,1,440.0,622.0,1,425.0,1,1611.0,2,112,05 - At Risk (Berisiko Hilang)
14023,7,2,584.07,3846.0,5,1746.0,3,1947.0,3,533,06 - Lost/Others (Hilang/Lainnya)
14024,122,2,327.7,1212.0,2,1747.0,3,1194.0,2,232,06 - Lost/Others (Hilang/Lainnya)
14027,61,1,104.82,1921.0,3,426.0,1,179.0,1,311,03 - New/Promising (Baru/Menjanjikan)
14029,63,2,467.66,1911.0,3,1748.0,3,1680.0,2,332,06 - Lost/Others (Hilang/Lainnya)
14030,18,8,2360.09,3227.0,4,3809.0,5,3590.0,5,455,01 - Champions (Terbaik)
14031,7,19,17286.86,3847.0,5,4221.0,5,4289.0,5,555,01 - Champions (Terbaik)
14032,2,11,2975.59,4183.0,5,4014.0,5,3775.0,5,555,01 - Champions (Terbaik)
14034,22,3,651.8199999999999,3055.0,4,2465.0,3,2113.0,3,433,04 - Need Attention (Butuh Perhatian)
14035,29,5,1428.02,2749.0,4,3301.0,4,3095.0,4,444,02 - Loyal Customers (Setia)
14036,285,1,626.65,318.0,1,427.0,1,2061.0,3,113,06 - Lost/Others (Hilang/Lainnya)
14037,176,2,147.20000000000002,890.0,2,1749.0,3,383.0,1,231,06 - Lost/Others (Hilang/Lainnya)
14038,78,3,1560.38,1611.0,2,2466.0,3,3185.0,4,234,04 - Need Attention (Butuh Perhatian)
14039,33,1,152.2,2577.0,3,428.0,1,406.0,1,311,03 - New/Promising (Baru/Menjanjikan)
14040,41,12,3614.92,2372.0,3,4067.0,5,3893.0,5,355,02 - Loyal Customers (Setia)
14041,266,1,141.41,415.0,1,429.0,1,359.0,1,111,06 - Lost/Others (Hilang/Lainnya)
14044,27,4,652.82,2816.0,4,2945.0,4,2116.0,3,443,06 - Lost/Others (Hilang/Lainnya)
14045,109,4,1659.75,1294.0,2,2946.0,4,3249.0,4,244,06 - Lost/Others (Hilang/Lainnya)
14046,284,1,154.99,320.0,1,430.0,1,422.0,1,111,06 - Lost/Others (Hilang/Lainnya)
14047,9,5,1308.6100000000001,3708.0,5,3302.0,4,2991.0,4,544,01 - Champions (Terbaik)
14048,305,1,409.93,249.0,1,431.0,1,1514.0,2,112,05 - At Risk (Berisiko Hilang)
14049,17,4,5681.72,3293.0,4,2947.0,4,4113.0,5,445,06 - Lost/Others (Hilang/Lainnya)
14050,32,2,746.36,2617.0,4,1750.0,3,2317.0,3,433,04 - Need Attention (Butuh Perhatian)
14051,1,23,15610.390000000001,4279.0,5,4260.0,5,4279.0,5,555,01 - Champions (Terbaik)
14052,20,1,225.36,3130.0,4,432.0,1,767.0,1,411,03 - New/Promising (Baru/Menjanjikan)
14053,124,2,260.25,1199.0,2,1751.0,3,908.0,2,232,06 - Lost/Others (Hilang/Lainnya)
14054,65,1,92.46,1843.0,3,433.0,1,133.0,1,311,03 - New/Promising (Baru/Menjanjikan)
14055,106,1,725.6400000000001,1331.0,2,434.0,1,2283.0,3,213,06 - Lost/Others (Hilang/Lainnya)
14056,1,23,8214.65,4280.0,5,4261.0,5,4208.0,5,555,01 - Champions (Terbaik)
14057,24,17,6217.96,2935.0,4,4190.0,5,4138.0,5,455,01 - Champions (Terbaik)
14059,267,1,183.6,406.0,1,435.0,1,574.0,1,111,06 - Lost/Others (Hilang/Lainnya)
14060,5,19,6140.42,3916.0,5,4222.0,5,4136.0,5,555,01 - Champions (Terbaik)
14062,10,12,10464.85,3639.0,5,4068.0,5,4239.0,5,555,01 - Champions (Terbaik)
14064,29,5,1353.74,2750.0,4,3303.0,4,3036.0,4,444,02 - Loyal Customers (Setia)
14066,267,1,152.55,407.0,1,436.0,1,409.0,1,111,06 - Lost/Others (Hilang/Lainnya)
14067,64,2,374.7,1883.0,3,1752.0,3,1386.0,2,332,06 - Lost/Others (Hilang/Lainnya)
14068,320,1,265.85,178.0,1,437.0,1,921.0,2,112,05 - At Risk (Berisiko Hilang)
14071,4,8,1438.82,3989.0,5,3810.0,5,3102.0,4,554,01 - Champions (Terbaik)
14073,32,1,151.04,2618.0,4,438.0,1,397.0,1,411,03 - New/Promising (Baru/Menjanjikan)
14075,5,3,942.26,3917.0,5,2467.0,3,2603.0,3,533,06 - Lost/Others (Hilang/Lainnya)
